!Num,...Nombre...,#Uni,Tipo,.PotIns,.GerMin,.GerMax,..Teif.,..Ih...,.CVaria,.MR.,Comb,...G1..,.CEsp.1,...G2..,.CEsp.2,...G3..,.CEsp.3,NAdF,...1,...2,...3,ComT,CTransp,StartUp,sfal,NGas,NuCC,..NombreCC..,CoefE.
35.0000,Halmore_HSD,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,206.9790454016298,0,6,100,0.20706444650015418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7.0000,SABA_PWR,1,0,125.5500,0,125.5500,0.06278538812785388,0.06278538812785388,44.955044955044954,0,5,100,0.0002268331281870934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40.0000,SAPPHIRE,1,0,202.3920,0,202.3920,0.06278538812785388,0.06278538812785388,139.45410917816437,0,2,100,0.007589579201869007,0,0,0,0,1,39.0000,0,0,0,0,0,0,0,0,0,1
39.0000,SAPPHIRE_HSD,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,201.27174565086983,0,6,100,0.20707072135785007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42.0000,NISHAT_PWR,1,0,195.3050,0,195.3050,0.06278538812785388,0.06278538812785388,320.3699937516498,0,5,100,0.0001967044668521699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33.0000,NISH_CHUN,1,0,195.7220,0,195.7220,0.06278538812785388,0.06278538812785388,319.8264456020645,0,5,100,0.00019670527388458673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.0000,KOHINOOR,1,0,124.0000,0,124.0000,0.06278538812785388,0.06278538812785388,156.89310689310688,0,5,100,0.00020749076841920168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251.0000,RESHMA_PWR,1,0,85.0000,0,85.0000,0.06278538812785388,0.06278538812785388,197.0900402414487,0,5,100,0.00022932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38.0000,SAIF_POWER,1,0,203.1530,0,203.1530,0.06278538812785388,0.06278538812785388,141.96428571428572,0,2,100,0.007605361158898724,0,0,0,0,1,37.0000,0,0,0,0,0,0,0,0,0,1
37.0000,SAIF_PWR_HSD,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,204.91071428571428,0,6,100,0.20709584722189123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74.0000,CHINIOT_PWR,1,0,56.7800,0,56.7800,0.06278538812785388,0.06278538812785388,177.4630915445723,1,7,100,0.0020167687603456236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156.0000,GTPS_FSD_B4,1,0,117.0000,0,117.0000,0.06278538812785388,0.06278538812785388,27.265841959101234,0,1,100,0.00906533158798429,0,0,0,0,1,278.0000,0,0,0,0,0,0,0,0,0,1
278.0000,GTPS_FSDB4LN,1,0,0.0000,0,0.0000,0.06278538812785388,0.06278538812785388,26.865671641791046,0,2,100,0.00906533158798429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157.0000,GTPS_FSD_B6,1,0,,0,,0.06278538812785388,0.06278538812785388,27.265841959101234,0,1,100,0.01620879587916291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.0000,LBRTY_PWRTEC,1,0,196.1390,0,196.1390,0.06278538812785388,0.06278538812785388,348.4676844602981,0,5,100,0.00019670523321321074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12.0000,DAVIS_ENERGY,1,0,10.2795,0,10.2795,0.06278538812785388,0.06278538812785388,134.86513486513485,0,2,100,0.010447289156626505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247.0000,HAMZA_SUG,1,0,13.6900,0,13.6900,0.06278538812785388,0.06278538812785388,177.4630915445723,1,7,100,0.002016700771660604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223.0000,TAY,1,1,489.5000,0,489.5000,0.06278538812785388,0.06278538812785388,0,1,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
